ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp,price
3616,BHMEURBRD01,470,26.14901995,91.7395035,272,truck,low,2,0,30-11-2016,09:01:00,,1511.9914893617022
3617,BHMEURBRD01,470,26.14901995,91.7395035,320,car,low,2,0,30-11-2016,09:28:00,,1513.148936170213
3618,BHMEURBRD01,470,26.14901995,91.7395035,361,cycle,low,3,0,30-11-2016,10:01:00,,1514.5106382978724
3619,BHMEURBRD01,470,26.14901995,91.7395035,385,cycle,low,3,0,30-11-2016,10:28:00,,1516.0468085106384
3620,BHMEURBRD01,470,26.14901995,91.7395035,394,car,average,4,0,30-11-2016,10:55:00,,1517.6851063829788
3621,BHMEURBRD01,470,26.14901995,91.7395035,401,car,average,5,0,30-11-2016,11:28:00,,1519.3617021276596
3622,BHMEURBRD01,470,26.14901995,91.7395035,415,car,high,7,0,30-11-2016,12:01:00,,1521.068085106383
3623,BHMEURBRD01,470,26.14901995,91.7395035,422,cycle,high,8,0,30-11-2016,12:28:00,,1522.8340425531915
3624,BHMEURBRD01,470,26.14901995,91.7395035,430,bike,average,6,0,30-11-2016,13:01:00,,1524.6297872340426
3625,BHMEURBRD01,470,26.14901995,91.7395035,434,car,average,5,0,30-11-2016,13:28:00,,1526.459574468085
3626,BHMEURBRD01,470,26.14901995,91.7395035,432,car,average,4,0,30-11-2016,14:01:00,,1528.3063829787234
3627,BHMEURBRD01,470,26.14901995,91.7395035,429,car,average,4,0,30-11-2016,14:28:00,,1530.1446808510639
3628,BHMEURBRD01,470,26.14901995,91.7395035,418,bike,low,2,0,30-11-2016,15:01:00,,1531.9702127659575
3629,BHMEURBRD01,470,26.14901995,91.7395035,403,cycle,low,2,0,30-11-2016,15:28:00,,1533.7489361702128
3630,BHMEURBRD01,470,26.14901995,91.7395035,375,truck,low,2,0,30-11-2016,16:01:00,,1535.463829787234
3631,BHMEURBRD01,470,26.14901995,91.7395035,353,car,low,2,0,30-11-2016,16:28:00,,1537.0595744680852
3812,BHMEURBRD01,470,26.14901995,91.7395035,154,car,average,2,0,13-12-2016,08:02:00,,1538.5617021276596
3813,BHMEURBRD01,470,26.14901995,91.7395035,207,car,average,2,0,13-12-2016,08:29:00,,1539.2170212765957
3814,BHMEURBRD01,470,26.14901995,91.7395035,293,truck,low,2,0,13-12-2016,09:02:00,,1540.0978723404255
3815,BHMEURBRD01,470,26.14901995,91.7395035,337,car,low,2,0,13-12-2016,09:29:00,,1541.344680851064
3816,BHMEURBRD01,470,26.14901995,91.7395035,372,car,low,2,0,13-12-2016,09:55:00,,1542.7787234042555
3817,BHMEURBRD01,470,26.14901995,91.7395035,391,car,low,3,0,13-12-2016,10:29:00,,1544.3617021276598
3818,BHMEURBRD01,470,26.14901995,91.7395035,412,car,high,7,0,13-12-2016,11:02:00,,1546.025531914894
3819,BHMEURBRD01,470,26.14901995,91.7395035,427,car,high,7,0,13-12-2016,11:29:00,,1547.7787234042555
3820,BHMEURBRD01,470,26.14901995,91.7395035,445,bike,high,8,0,13-12-2016,12:02:00,,1549.5957446808513
3821,BHMEURBRD01,470,26.14901995,91.7395035,447,bike,high,8,0,13-12-2016,12:29:00,,1551.489361702128
3822,BHMEURBRD01,470,26.14901995,91.7395035,445,car,high,7,0,13-12-2016,13:02:00,,1553.3914893617025
3823,BHMEURBRD01,470,26.14901995,91.7395035,440,car,average,5,0,13-12-2016,13:55:00,,1555.2851063829792
3824,BHMEURBRD01,470,26.14901995,91.7395035,437,truck,average,4,0,13-12-2016,14:29:00,,1557.1574468085112
3825,BHMEURBRD01,470,26.14901995,91.7395035,421,car,average,4,0,13-12-2016,14:56:00,,1559.0170212765963
3826,BHMEURBRD01,470,26.14901995,91.7395035,408,bike,low,2,0,13-12-2016,15:28:00,,1560.8085106382985
3827,BHMEURBRD01,470,26.14901995,91.7395035,385,car,average,3,0,13-12-2016,16:02:00,,1562.5446808510644
3828,BHMEURBRD01,470,26.14901995,91.7395035,356,car,low,2,0,13-12-2016,16:29:00,,1564.1829787234049
3829,BHMEURBRD01,470,26.14901995,91.7395035,177,car,low,2,0,14-12-2016,08:03:00,,1565.697872340426
3830,BHMEURBRD01,470,26.14901995,91.7395035,256,bike,low,2,0,14-12-2016,08:43:00,,1566.4510638297877
3831,BHMEURBRD01,470,26.14901995,91.7395035,320,car,low,2,0,14-12-2016,09:03:00,,1567.5404255319154
3832,BHMEURBRD01,470,26.14901995,91.7395035,376,car,low,3,0,14-12-2016,09:29:00,,1568.902127659575
3833,BHMEURBRD01,470,26.14901995,91.7395035,408,bike,average,4,0,14-12-2016,10:02:00,,1570.5021276595749
3834,BHMEURBRD01,470,26.14901995,91.7395035,435,car,average,4,0,14-12-2016,10:30:00,,1572.2382978723408
3835,BHMEURBRD01,470,26.14901995,91.7395035,469,truck,average,5,0,14-12-2016,11:30:00,,1574.0893617021281
3836,BHMEURBRD01,470,26.14901995,91.7395035,438,bike,high,8,0,14-12-2016,12:02:00,,1576.0851063829791
3837,BHMEURBRD01,470,26.14901995,91.7395035,440,truck,high,8,0,14-12-2016,12:30:00,,1577.948936170213
3838,BHMEURBRD01,470,26.14901995,91.7395035,442,bike,high,7,0,14-12-2016,13:03:00,,1579.821276595745
3839,BHMEURBRD01,470,26.14901995,91.7395035,444,car,high,7,0,14-12-2016,13:29:00,,1581.702127659575
3840,BHMEURBRD01,470,26.14901995,91.7395035,450,car,average,4,0,14-12-2016,14:03:00,,1583.5914893617025
3841,BHMEURBRD01,470,26.14901995,91.7395035,437,car,average,4,0,14-12-2016,14:30:00,,1585.5063829787239
3842,BHMEURBRD01,470,26.14901995,91.7395035,427,car,average,4,0,14-12-2016,14:56:00,,1587.365957446809
3843,BHMEURBRD01,470,26.14901995,91.7395035,414,car,low,2,0,14-12-2016,15:30:00,,1589.1829787234049
3844,BHMEURBRD01,470,26.14901995,91.7395035,398,car,low,3,0,14-12-2016,15:56:00,,1590.9446808510645
3845,BHMEURBRD01,470,26.14901995,91.7395035,361,car,low,2,0,14-12-2016,16:30:00,,1592.6382978723411
3846,BHMEURBRD01,470,26.14901995,91.7395035,127,car,low,2,0,15-12-2016,07:57:00,,1594.174468085107
3847,BHMEURBRD01,470,26.14901995,91.7395035,196,car,low,2,0,15-12-2016,08:30:00,,1594.714893617022
3848,BHMEURBRD01,470,26.14901995,91.7395035,290,car,low,2,0,15-12-2016,09:03:00,,1595.5489361702134
3849,BHMEURBRD01,470,26.14901995,91.7395035,318,car,low,2,0,15-12-2016,09:30:00,,1596.782978723405
3850,BHMEURBRD01,470,26.14901995,91.7395035,354,car,low,2,0,15-12-2016,09:57:00,,1598.1361702127667
3851,BHMEURBRD01,470,26.14901995,91.7395035,384,car,average,4,0,15-12-2016,10:30:00,,1599.6425531914902
3852,BHMEURBRD01,470,26.14901995,91.7395035,410,bike,average,6,0,15-12-2016,11:03:00,,1601.2765957446816
3853,BHMEURBRD01,470,26.14901995,91.7395035,418,cycle,average,5,0,15-12-2016,11:26:00,,1603.0212765957453
3854,BHMEURBRD01,470,26.14901995,91.7395035,430,car,high,8,0,15-12-2016,12:00:00,,1604.8000000000006
3855,BHMEURBRD01,470,26.14901995,91.7395035,432,car,high,8,0,15-12-2016,12:26:00,,1606.629787234043
3856,BHMEURBRD01,470,26.14901995,91.7395035,427,bike,high,7,0,15-12-2016,13:00:00,,1608.4680851063836
3857,BHMEURBRD01,470,26.14901995,91.7395035,434,car,high,7,0,15-12-2016,13:26:00,,1610.2851063829794
3858,BHMEURBRD01,470,26.14901995,91.7395035,433,truck,average,4,0,15-12-2016,14:00:00,,1612.1319148936177
3859,BHMEURBRD01,470,26.14901995,91.7395035,428,car,average,4,0,15-12-2016,14:26:00,,1613.974468085107
3860,BHMEURBRD01,470,26.14901995,91.7395035,402,bike,high,4,0,15-12-2016,15:00:00,,1615.7957446808516
3861,BHMEURBRD01,470,26.14901995,91.7395035,388,bike,low,2,0,15-12-2016,15:26:00,,1617.5063829787239
3862,BHMEURBRD01,470,26.14901995,91.7395035,366,car,average,2,0,15-12-2016,16:03:00,,1619.1574468085112
3863,BHMEURBRD01,470,26.14901995,91.7395035,343,bike,low,2,0,15-12-2016,16:30:00,,1620.7148936170217
3864,BHMEURBRD01,470,26.14901995,91.7395035,138,car,low,1,0,16-12-2016,07:59:00,,1622.1744680851068
3865,BHMEURBRD01,470,26.14901995,91.7395035,200,car,low,1,0,16-12-2016,08:30:00,,1622.76170212766
3866,BHMEURBRD01,470,26.14901995,91.7395035,257,car,low,2,0,16-12-2016,09:03:00,,1623.6127659574474
3867,BHMEURBRD01,470,26.14901995,91.7395035,285,car,low,3,0,16-12-2016,09:30:00,,1624.706382978724
3868,BHMEURBRD01,470,26.14901995,91.7395035,311,car,low,3,0,16-12-2016,10:03:00,,1625.9191489361708
3869,BHMEURBRD01,470,26.14901995,91.7395035,321,car,low,3,0,16-12-2016,10:29:00,,1627.24255319149
3870,BHMEURBRD01,470,26.14901995,91.7395035,343,bike,high,7,0,16-12-2016,11:03:00,,1628.6085106382986
3871,BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,average,5,0,16-12-2016,11:30:00,,1630.0680851063837
3872,BHMEURBRD01,470,26.14901995,91.7395035,361,bike,average,5,0,16-12-2016,11:56:00,,1631.5617021276603
3873,BHMEURBRD01,470,26.14901995,91.7395035,357,car,high,7,0,16-12-2016,12:30:00,,1633.0978723404262
3874,BHMEURBRD01,470,26.14901995,91.7395035,356,car,high,8,0,16-12-2016,12:56:00,,1634.6170212765965
3875,BHMEURBRD01,470,26.14901995,91.7395035,365,car,high,7,0,16-12-2016,13:30:00,,1636.1319148936177
3876,BHMEURBRD01,470,26.14901995,91.7395035,369,cycle,average,5,0,16-12-2016,13:56:00,,1637.6851063829795
3877,BHMEURBRD01,470,26.14901995,91.7395035,375,car,average,4,0,16-12-2016,14:30:00,,1639.255319148937
3878,BHMEURBRD01,470,26.14901995,91.7395035,371,car,high,5,0,16-12-2016,14:56:00,,1640.851063829788
3879,BHMEURBRD01,470,26.14901995,91.7395035,360,car,low,2,0,16-12-2016,15:30:00,,1642.4297872340433
3880,BHMEURBRD01,470,26.14901995,91.7395035,323,cycle,average,2,0,16-12-2016,16:03:00,,1643.9617021276604
3881,BHMEURBRD01,470,26.14901995,91.7395035,310,car,average,2,0,16-12-2016,16:30:00,,1645.3361702127668
3882,BHMEURBRD01,470,26.14901995,91.7395035,51,car,low,1,0,17-12-2016,07:59:00,,1646.655319148937
3883,BHMEURBRD01,470,26.14901995,91.7395035,56,truck,low,1,0,17-12-2016,08:26:00,,1646.8723404255327
3884,BHMEURBRD01,470,26.14901995,91.7395035,65,car,low,2,0,17-12-2016,09:00:00,,1647.110638297873
3885,BHMEURBRD01,470,26.14901995,91.7395035,66,bike,low,2,0,17-12-2016,09:26:00,,1647.387234042554
3886,BHMEURBRD01,470,26.14901995,91.7395035,76,car,low,1,0,17-12-2016,09:59:00,,1647.6680851063836
3887,BHMEURBRD01,470,26.14901995,91.7395035,101,car,average,3,0,17-12-2016,10:33:00,,1647.9914893617029
3888,BHMEURBRD01,470,26.14901995,91.7395035,129,car,average,4,0,17-12-2016,11:00:00,,1648.4212765957454
3889,BHMEURBRD01,470,26.14901995,91.7395035,139,car,high,6,0,17-12-2016,11:33:00,,1648.9702127659582
3890,BHMEURBRD01,470,26.14901995,91.7395035,156,cycle,high,7,0,17-12-2016,12:00:00,,1649.5617021276603
3891,BHMEURBRD01,470,26.14901995,91.7395035,160,car,high,7,0,17-12-2016,12:26:00,,1650.2255319148944
3892,BHMEURBRD01,470,26.14901995,91.7395035,175,car,high,6,0,17-12-2016,13:00:00,,1650.9063829787242
3893,BHMEURBRD01,470,26.14901995,91.7395035,183,car,high,6,0,17-12-2016,13:27:00,,1651.651063829788
3894,BHMEURBRD01,470,26.14901995,91.7395035,209,car,average,3,0,17-12-2016,14:00:00,,1652.4297872340433
3895,BHMEURBRD01,470,26.14901995,91.7395035,235,car,high,5,0,17-12-2016,14:30:00,,1653.319148936171
3896,BHMEURBRD01,470,26.14901995,91.7395035,245,bike,low,3,0,17-12-2016,15:03:00,,1654.319148936171
3897,BHMEURBRD01,470,26.14901995,91.7395035,247,car,low,2,0,17-12-2016,15:30:00,,1655.3617021276602
3898,BHMEURBRD01,470,26.14901995,91.7395035,263,car,low,2,0,17-12-2016,15:57:00,,1656.4127659574474
3899,BHMEURBRD01,470,26.14901995,91.7395035,276,bike,low,2,0,17-12-2016,16:30:00,,1657.5319148936176
3900,BHMEURBRD01,470,26.14901995,91.7395035,83,car,low,2,1,18-12-2016,08:03:00,,1658.706382978724
3901,BHMEURBRD01,470,26.14901995,91.7395035,62,car,low,2,1,18-12-2016,08:30:00,,1659.0595744680857
3902,BHMEURBRD01,470,26.14901995,91.7395035,63,car,low,2,1,18-12-2016,08:56:00,,1659.3234042553197
3903,BHMEURBRD01,470,26.14901995,91.7395035,73,bike,low,2,1,18-12-2016,09:30:00,,1659.5914893617028
3904,BHMEURBRD01,470,26.14901995,91.7395035,78,car,low,3,1,18-12-2016,09:56:00,,1659.9021276595752
3905,BHMEURBRD01,470,26.14901995,91.7395035,99,car,average,4,1,18-12-2016,10:30:00,,1660.2340425531922
3906,BHMEURBRD01,470,26.14901995,91.7395035,143,car,average,6,1,18-12-2016,11:03:00,,1660.655319148937
3907,BHMEURBRD01,470,26.14901995,91.7395035,141,car,average,5,1,18-12-2016,11:30:00,,1661.263829787235
3908,BHMEURBRD01,470,26.14901995,91.7395035,145,car,high,9,1,18-12-2016,12:03:00,,1661.8638297872349
3909,BHMEURBRD01,470,26.14901995,91.7395035,142,car,high,9,1,18-12-2016,12:30:00,,1662.4808510638306
3910,BHMEURBRD01,470,26.14901995,91.7395035,155,truck,high,9,1,18-12-2016,12:56:00,,1663.0851063829796
3911,BHMEURBRD01,470,26.14901995,91.7395035,175,car,high,9,1,18-12-2016,13:30:00,,1663.7446808510647
3912,BHMEURBRD01,470,26.14901995,91.7395035,212,truck,average,5,1,18-12-2016,14:03:00,,1664.4893617021285
3913,BHMEURBRD01,470,26.14901995,91.7395035,227,bike,average,5,1,18-12-2016,14:30:00,,1665.391489361703
3914,BHMEURBRD01,470,26.14901995,91.7395035,234,car,average,5,1,18-12-2016,14:56:00,,1666.3574468085114
3915,BHMEURBRD01,470,26.14901995,91.7395035,258,truck,low,3,1,18-12-2016,15:30:00,,1667.3531914893624
3916,BHMEURBRD01,470,26.14901995,91.7395035,281,car,low,3,1,18-12-2016,16:03:00,,1668.451063829788
3917,BHMEURBRD01,470,26.14901995,91.7395035,299,bike,low,3,1,18-12-2016,16:30:00,,1669.646808510639
3918,BHMEURBRD01,470,26.14901995,91.7395035,134,car,low,2,0,19-12-2016,08:03:00,,1670.9191489361708
3919,BHMEURBRD01,470,26.14901995,91.7395035,215,car,low,2,0,19-12-2016,08:30:00,,1671.4893617021282
3920,BHMEURBRD01,470,26.14901995,91.7395035,275,car,low,3,0,19-12-2016,09:03:00,,1672.4042553191496
3921,BHMEURBRD01,470,26.14901995,91.7395035,299,car,low,2,0,19-12-2016,09:30:00,,1673.5744680851071
3922,BHMEURBRD01,470,26.14901995,91.7395035,324,car,average,3,0,19-12-2016,09:56:00,,1674.846808510639
3923,BHMEURBRD01,470,26.14901995,91.7395035,342,truck,average,3,0,19-12-2016,10:30:00,,1676.2255319148944
3924,BHMEURBRD01,470,26.14901995,91.7395035,375,car,high,7,0,19-12-2016,11:03:00,,1677.6808510638307
3925,BHMEURBRD01,470,26.14901995,91.7395035,387,car,average,5,0,19-12-2016,11:30:00,,1679.2765957446818
3926,BHMEURBRD01,470,26.14901995,91.7395035,409,car,high,8,0,19-12-2016,12:03:00,,1680.92340425532
3927,BHMEURBRD01,470,26.14901995,91.7395035,413,car,high,8,0,19-12-2016,12:30:00,,1682.663829787235
3928,BHMEURBRD01,470,26.14901995,91.7395035,425,car,high,7,0,19-12-2016,13:03:00,,1684.4212765957457
3929,BHMEURBRD01,470,26.14901995,91.7395035,442,truck,average,5,0,19-12-2016,13:30:00,,1686.2297872340434
3930,BHMEURBRD01,470,26.14901995,91.7395035,443,truck,high,6,0,19-12-2016,14:03:00,,1688.1106382978733
3931,BHMEURBRD01,470,26.14901995,91.7395035,443,bike,average,5,0,19-12-2016,14:30:00,,1689.9957446808519
3932,BHMEURBRD01,470,26.14901995,91.7395035,432,bike,low,3,0,19-12-2016,15:03:00,,1691.8808510638305
3933,BHMEURBRD01,470,26.14901995,91.7395035,419,truck,low,3,0,19-12-2016,15:29:00,,1693.719148936171
3934,BHMEURBRD01,470,26.14901995,91.7395035,405,car,low,2,0,19-12-2016,16:03:00,,1695.5021276595753
3935,BHMEURBRD01,470,26.14901995,91.7395035,373,car,low,2,0,19-12-2016,16:30:00,,1697.2255319148944
4404,BHMMBMMBX01,687,20.0000347,78.00000286,324,bike,low,2,0,01-11-2016,08:06:00,2016-01-11 08:06:00,10.0
4405,BHMMBMMBX01,687,20.0000347,78.00000286,352,car,average,3,0,01-11-2016,08:26:00,2016-01-11 08:26:00,10.943231441048034
4406,BHMMBMMBX01,687,20.0000347,78.00000286,404,truck,low,2,0,01-11-2016,09:00:00,2016-01-11 09:00:00,11.967976710334788
4407,BHMMBMMBX01,687,20.0000347,78.00000286,453,car,low,2,0,01-11-2016,09:26:00,2016-01-11 09:26:00,13.14410480349345
4408,BHMMBMMBX01,687,20.0000347,78.00000286,525,car,low,3,0,01-11-2016,10:00:00,2016-01-11 10:00:00,14.462882096069869
4409,BHMMBMMBX01,687,20.0000347,78.00000286,567,car,low,4,0,01-11-2016,10:26:00,2016-01-11 10:26:00,15.991266375545852
4410,BHMMBMMBX01,687,20.0000347,78.00000286,602,bike,average,5,0,01-11-2016,11:00:00,2016-01-11 11:00:00,17.641921397379914
4411,BHMMBMMBX01,687,20.0000347,78.00000286,610,car,average,5,0,01-11-2016,11:26:00,2016-01-11 11:26:00,19.394468704512374
4412,BHMMBMMBX01,687,20.0000347,78.00000286,636,car,high,8,0,01-11-2016,12:00:00,2016-01-11 12:00:00,21.170305676855897
4413,BHMMBMMBX01,687,20.0000347,78.00000286,647,car,high,8,0,01-11-2016,12:26:00,2016-01-11 12:26:00,23.021834061135372
4414,BHMMBMMBX01,687,20.0000347,78.00000286,651,car,high,8,0,01-11-2016,13:00:00,2016-01-11 13:00:00,24.90538573508006
4415,BHMMBMMBX01,687,20.0000347,78.00000286,645,car,high,8,0,01-11-2016,13:26:00,2016-01-11 13:26:00,26.800582241630277
4416,BHMMBMMBX01,687,20.0000347,78.00000286,629,car,average,4,0,01-11-2016,14:00:00,2016-01-11 14:00:00,28.678311499272198
4417,BHMMBMMBX01,687,20.0000347,78.00000286,608,car,average,4,0,01-11-2016,14:26:00,2016-01-11 14:26:00,30.509461426491995
4418,BHMMBMMBX01,687,20.0000347,78.00000286,592,car,average,3,0,01-11-2016,15:00:00,2016-01-11 15:00:00,32.27947598253275
4419,BHMMBMMBX01,687,20.0000347,78.00000286,574,bike,average,2,0,01-11-2016,15:27:00,2016-01-11 15:27:00,34.00291120815138
4420,BHMMBMMBX01,687,20.0000347,78.00000286,539,bike,low,3,0,01-11-2016,16:00:00,2016-01-11 16:00:00,35.67394468704512
4421,BHMMBMMBX01,687,20.0000347,78.00000286,493,car,low,2,0,01-11-2016,16:33:00,2016-01-11 16:33:00,37.243085880640464
4944,BHMMBMMBX01,687,20.0000347,78.00000286,422,car,low,3,0,01-12-2016,08:05:00,2016-01-12 08:05:00,38.6783114992722
4945,BHMMBMMBX01,687,20.0000347,78.00000286,446,cycle,low,2,0,01-12-2016,08:25:00,2016-01-12 08:25:00,39.90684133915575
4946,BHMMBMMBX01,687,20.0000347,78.00000286,512,car,low,2,0,01-12-2016,08:58:00,2016-01-12 08:58:00,41.20524017467249
4947,BHMMBMMBX01,687,20.0000347,78.00000286,545,car,low,2,0,01-12-2016,09:25:00,2016-01-12 09:25:00,42.695778748180494
4948,BHMMBMMBX01,687,20.0000347,78.00000286,588,car,low,2,0,01-12-2016,09:58:00,2016-01-12 09:58:00,44.28238719068413
4949,BHMMBMMBX01,687,20.0000347,78.00000286,647,car,average,4,0,01-12-2016,10:25:00,2016-01-12 10:25:00,45.99417758369724
4950,BHMMBMMBX01,687,20.0000347,78.00000286,545,car,high,6,0,01-12-2016,10:58:00,2016-01-12 10:58:00,47.877729257641924
4951,BHMMBMMBX01,687,20.0000347,78.00000286,571,car,high,8,0,01-12-2016,11:32:00,2016-01-12 11:32:00,49.46433770014556
4952,BHMMBMMBX01,687,20.0000347,78.00000286,593,car,average,6,0,01-12-2016,11:58:00,2016-01-12 11:58:00,51.12663755458516
4953,BHMMBMMBX01,687,20.0000347,78.00000286,633,cycle,high,9,0,01-12-2016,12:25:00,2016-01-12 12:25:00,52.85298398835517
4954,BHMMBMMBX01,687,20.0000347,78.00000286,651,car,high,9,0,01-12-2016,12:58:00,2016-01-12 12:58:00,54.6957787481805
4955,BHMMBMMBX01,687,20.0000347,78.00000286,665,car,high,7,0,01-12-2016,13:25:00,2016-01-12 13:25:00,56.59097525473072
4956,BHMMBMMBX01,687,20.0000347,78.00000286,681,car,average,6,0,01-12-2016,13:58:00,2016-01-12 13:58:00,58.5269286754003
4957,BHMMBMMBX01,687,20.0000347,78.00000286,659,bike,average,5,0,01-12-2016,14:25:00,2016-01-12 14:25:00,60.509461426492
4958,BHMMBMMBX01,687,20.0000347,78.00000286,628,bike,average,4,0,01-12-2016,14:58:00,2016-01-12 14:58:00,62.42794759825328
4959,BHMMBMMBX01,687,20.0000347,78.00000286,604,car,average,3,0,01-12-2016,15:25:00,2016-01-12 15:25:00,64.25618631732169
4960,BHMMBMMBX01,687,20.0000347,78.00000286,589,car,average,3,0,01-12-2016,15:58:00,2016-01-12 15:58:00,66.01455604075691
4961,BHMMBMMBX01,687,20.0000347,78.00000286,561,car,low,2,0,01-12-2016,16:25:00,2016-01-12 16:25:00,67.7292576419214
4422,BHMMBMMBX01,687,20.0000347,78.00000286,313,car,low,2,0,02-11-2016,07:56:00,2016-02-11 07:56:00,69.36244541484716
4423,BHMMBMMBX01,687,20.0000347,78.00000286,349,car,average,3,0,02-11-2016,08:30:00,2016-02-11 08:30:00,70.27365356622998
4424,BHMMBMMBX01,687,20.0000347,78.00000286,375,car,low,2,0,02-11-2016,08:56:00,2016-02-11 08:56:00,71.28966521106258
4425,BHMMBMMBX01,687,20.0000347,78.00000286,444,car,average,3,0,02-11-2016,09:30:00,2016-02-11 09:30:00,72.38136826783115
4426,BHMMBMMBX01,687,20.0000347,78.00000286,492,car,low,3,0,02-11-2016,09:56:00,2016-02-11 09:56:00,73.67394468704512
4427,BHMMBMMBX01,687,20.0000347,78.00000286,539,car,low,3,0,02-11-2016,10:29:00,2016-02-11 10:29:00,75.10625909752547
4428,BHMMBMMBX01,687,20.0000347,78.00000286,564,car,high,6,0,02-11-2016,10:56:00,2016-02-11 10:56:00,76.67540029112081
4429,BHMMBMMBX01,687,20.0000347,78.00000286,593,truck,average,5,0,02-11-2016,11:30:00,2016-02-11 11:30:00,78.31732168850073
4430,BHMMBMMBX01,687,20.0000347,78.00000286,591,bike,average,5,0,02-11-2016,11:56:00,2016-02-11 11:56:00,80.04366812227074
4431,BHMMBMMBX01,687,20.0000347,78.00000286,604,truck,high,8,0,02-11-2016,12:30:00,2016-02-11 12:30:00,81.764192139738
4432,BHMMBMMBX01,687,20.0000347,78.00000286,633,car,high,8,0,02-11-2016,13:03:00,2016-02-11 13:03:00,83.52256186317322
4433,BHMMBMMBX01,687,20.0000347,78.00000286,639,truck,high,8,0,02-11-2016,13:30:00,2016-02-11 13:30:00,85.36535662299855
4434,BHMMBMMBX01,687,20.0000347,78.00000286,657,truck,high,6,0,02-11-2016,14:03:00,2016-02-11 14:03:00,87.22561863173217
4435,BHMMBMMBX01,687,20.0000347,78.00000286,648,car,average,5,0,02-11-2016,14:30:00,2016-02-11 14:30:00,89.13828238719069
4436,BHMMBMMBX01,687,20.0000347,78.00000286,626,car,average,5,0,02-11-2016,14:56:00,2016-02-11 14:56:00,91.02474526928675
4437,BHMMBMMBX01,687,20.0000347,78.00000286,597,bike,low,2,0,02-11-2016,15:29:00,2016-02-11 15:29:00,92.8471615720524
4438,BHMMBMMBX01,687,20.0000347,78.00000286,551,car,low,2,0,02-11-2016,16:03:00,2016-02-11 16:03:00,94.58515283842794
4439,BHMMBMMBX01,687,20.0000347,78.00000286,516,car,low,2,0,02-11-2016,16:30:00,2016-02-11 16:30:00,96.18922852983988
4962,BHMMBMMBX01,687,20.0000347,78.00000286,446,car,low,2,0,02-12-2016,07:55:00,2016-02-12 07:55:00,97.69141193595341
4963,BHMMBMMBX01,687,20.0000347,78.00000286,499,cycle,low,2,0,02-12-2016,08:28:00,2016-02-12 08:28:00,98.98981077147015
4964,BHMMBMMBX01,687,20.0000347,78.00000286,532,car,average,3,0,02-12-2016,09:01:00,2016-02-12 09:01:00,100.44250363901017
4965,BHMMBMMBX01,687,20.0000347,78.00000286,561,car,low,2,0,02-12-2016,09:28:00,2016-02-12 09:28:00,101.99126637554583
4966,BHMMBMMBX01,687,20.0000347,78.00000286,603,truck,low,3,0,02-12-2016,10:02:00,2016-02-12 10:02:00,103.6244541484716
4967,BHMMBMMBX01,687,20.0000347,78.00000286,653,car,low,4,0,02-12-2016,10:28:00,2016-02-12 10:28:00,105.37991266375545
4968,BHMMBMMBX01,687,20.0000347,78.00000286,687,car,average,5,0,02-12-2016,11:01:00,2016-02-12 11:01:00,107.28093158660843
4969,BHMMBMMBX01,687,20.0000347,78.00000286,630,car,average,6,0,02-12-2016,11:28:00,2016-02-12 11:28:00,109.28093158660843
4970,BHMMBMMBX01,687,20.0000347,78.00000286,654,car,high,9,0,02-12-2016,12:01:00,2016-02-12 12:01:00,111.1149927219796
4971,BHMMBMMBX01,687,20.0000347,78.00000286,664,car,high,9,0,02-12-2016,12:28:00,2016-02-12 12:28:00,113.01892285298398
4972,BHMMBMMBX01,687,20.0000347,78.00000286,674,car,high,8,0,02-12-2016,12:58:00,2016-02-12 12:58:00,114.95196506550216
4973,BHMMBMMBX01,687,20.0000347,78.00000286,685,car,high,7,0,02-12-2016,13:25:00,2016-02-12 13:25:00,116.91411935953418
4974,BHMMBMMBX01,687,20.0000347,78.00000286,652,car,average,5,0,02-12-2016,13:58:00,2016-02-12 13:58:00,118.90829694323142
4975,BHMMBMMBX01,687,20.0000347,78.00000286,644,bike,high,6,0,02-12-2016,14:25:00,2016-02-12 14:25:00,120.80640465793302
4976,BHMMBMMBX01,687,20.0000347,78.00000286,626,truck,average,5,0,02-12-2016,14:58:00,2016-02-12 14:58:00,122.68122270742356
4977,BHMMBMMBX01,687,20.0000347,78.00000286,584,car,low,3,0,02-12-2016,15:31:00,2016-02-12 15:31:00,124.5036390101892
4978,BHMMBMMBX01,687,20.0000347,78.00000286,560,bike,low,3,0,02-12-2016,15:58:00,2016-02-12 15:58:00,126.20378457059677
4979,BHMMBMMBX01,687,20.0000347,78.00000286,544,car,average,2,0,02-12-2016,16:32:00,2016-02-12 16:32:00,127.83406113537114
4440,BHMMBMMBX01,687,20.0000347,78.00000286,387,car,low,2,0,03-11-2016,08:00:00,2016-03-11 08:00:00,129.4177583697234
4441,BHMMBMMBX01,687,20.0000347,78.00000286,433,truck,low,2,0,03-11-2016,08:26:00,2016-03-11 08:26:00,130.54439592430856
4442,BHMMBMMBX01,687,20.0000347,78.00000286,486,cycle,low,3,0,03-11-2016,09:00:00,2016-03-11 09:00:00,131.8049490538573
