ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp,price,occ_ratio,vehicle_weight,traffic,demand_raw,demand_norm
2324,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,low,2,0,01-12-2016,09:58:00,2016-01-12 09:58:00,10.998783156015808,0.8914728682170543,0.5,1,4.282945736434108,0.19975663120316145
2325,BHMBCCTHL01,387,26.14449459,91.73620513,369,car,low,3,0,01-12-2016,10:25:00,2016-01-12 10:25:00,11.554451348398205,0.9534883720930233,1.0,1,6.406976744186046,0.3108902696796411
2326,BHMBCCTHL01,387,26.14449459,91.73620513,389,truck,average,4,0,01-12-2016,10:58:00,2016-01-12 10:58:00,11.843101370475193,1.0051679586563307,1.5,2,7.510335917312661,0.36862027409503867
2327,BHMBCCTHL01,387,26.14449459,91.73620513,398,car,average,5,0,01-12-2016,11:32:00,2016-01-12 11:32:00,12.116879494459223,1.028423772609819,1.0,2,8.556847545219638,0.4233758988918444
2328,BHMBCCTHL01,387,26.14449459,91.73620513,397,car,average,5,0,01-12-2016,11:58:00,2016-01-12 11:58:00,12.115527503723499,1.0258397932816536,1.0,2,8.551679586563306,0.4231055007446996
2329,BHMBCCTHL01,387,26.14449459,91.73620513,397,car,high,8,0,01-12-2016,12:25:00,2016-01-12 12:25:00,13.031163229492304,1.0258397932816536,1.0,3,12.051679586563306,0.6062326458984608
2330,BHMBCCTHL01,387,26.14449459,91.73620513,400,car,high,8,0,01-12-2016,12:58:00,2016-01-12 12:58:00,13.035219201699475,1.0335917312661498,1.0,3,12.067183462532299,0.607043840339895
2331,BHMBCCTHL01,387,26.14449459,91.73620513,402,car,high,7,0,01-12-2016,13:25:00,2016-01-12 13:25:00,12.645507872127148,1.0387596899224807,1.0,3,10.577519379844961,0.5291015744254296
2332,BHMBCCTHL01,387,26.14449459,91.73620513,402,car,average,5,0,01-12-2016,13:58:00,2016-01-12 13:58:00,12.122287457402116,1.0387596899224807,1.0,2,8.577519379844961,0.4244574914804232
2333,BHMBCCTHL01,387,26.14449459,91.73620513,396,bike,average,4,0,01-12-2016,14:25:00,2016-01-12 14:25:00,11.590955098262743,1.0232558139534884,0.5,2,6.546511627906977,0.31819101965254853
2334,BHMBCCTHL01,387,26.14449459,91.73620513,393,car,average,4,0,01-12-2016,14:58:00,2016-01-12 14:58:00,11.71770422973683,1.0155038759689923,1.0,2,7.0310077519379846,0.343540845947366
2335,BHMBCCTHL01,387,26.14449459,91.73620513,390,bike,low,3,0,01-12-2016,15:25:00,2016-01-12 15:25:00,11.452038050167143,1.0077519379844961,0.5,1,6.015503875968992,0.29040761003342863
2336,BHMBCCTHL01,387,26.14449459,91.73620513,364,car,low,3,0,01-12-2016,15:58:00,2016-01-12 15:58:00,11.547691394719589,0.9405684754521964,1.0,1,6.381136950904393,0.30953827894391756
2337,BHMBCCTHL01,387,26.14449459,91.73620513,366,car,low,2,0,01-12-2016,16:25:00,2016-01-12 16:25:00,11.157980065147262,0.9457364341085271,1.0,1,4.891472868217054,0.23159601302945215
1798,BHMBCCTHL01,387,26.14449459,91.73620513,91,truck,low,2,0,02-11-2016,07:56:00,2016-02-11 07:56:00,10.91698771650453,0.2351421188630491,1.5,1,3.9702842377260983,0.18339754330090594
1799,BHMBCCTHL01,387,26.14449459,91.73620513,109,bike,low,2,0,02-11-2016,08:30:00,2016-02-11 08:30:00,10.679713342385037,0.28165374677002586,0.5,1,3.0633074935400515,0.13594266847700767
1800,BHMBCCTHL01,387,26.14449459,91.73620513,137,car,low,2,0,02-11-2016,08:56:00,2016-02-11 08:56:00,10.848374186666556,0.35400516795865633,1.0,1,3.7080103359173124,0.1696748373333114
1801,BHMBCCTHL01,387,26.14449459,91.73620513,191,car,low,2,0,02-11-2016,09:30:00,2016-02-11 09:30:00,10.92138168639563,0.4935400516795866,1.0,1,3.9870801033591734,0.1842763372791263
1802,BHMBCCTHL01,387,26.14449459,91.73620513,215,car,low,2,0,02-11-2016,09:56:00,2016-02-11 09:56:00,10.953829464052998,0.5555555555555556,1.0,1,4.111111111111111,0.19076589281059952
1803,BHMBCCTHL01,387,26.14449459,91.73620513,250,car,low,2,0,02-11-2016,10:29:00,2016-02-11 10:29:00,11.001149139803324,0.6459948320413437,1.0,1,4.291989664082688,0.20022982796066474
1804,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,average,3,0,02-11-2016,10:56:00,2016-02-11 10:56:00,11.150882113784713,0.6821705426356589,1.0,2,4.864341085271318,0.2301764227569424
1805,BHMBCCTHL01,387,26.14449459,91.73620513,285,car,average,4,0,02-11-2016,11:30:00,2016-02-11 11:30:00,11.57168923027868,0.7364341085271318,1.0,2,6.4728682170542635,0.3143378460557363
1806,BHMBCCTHL01,387,26.14449459,91.73620513,295,bike,average,5,0,02-11-2016,11:56:00,2016-02-11 11:56:00,11.846819344998433,0.7622739018087855,0.5,2,7.524547803617571,0.3693638689996867
1807,BHMBCCTHL01,387,26.14449459,91.73620513,291,bike,high,8,0,02-11-2016,12:30:00,2016-02-11 12:30:00,12.757047107824345,0.751937984496124,0.5,3,11.003875968992247,0.5514094215648689
1808,BHMBCCTHL01,387,26.14449459,91.73620513,301,car,average,4,0,02-11-2016,13:03:00,2016-02-11 13:03:00,11.59332108205026,0.7777777777777778,1.0,2,6.555555555555555,0.3186642164100518
1809,BHMBCCTHL01,387,26.14449459,91.73620513,290,cycle,high,7,0,02-11-2016,13:30:00,2016-02-11 13:30:00,12.310957764572343,0.7493540051679587,0.3,3,9.298708010335918,0.4621915529144689
1810,BHMBCCTHL01,387,26.14449459,91.73620513,302,cycle,average,4,0,02-11-2016,14:03:00,2016-02-11 14:03:00,11.41154592763222,0.7803617571059431,0.3,2,5.8607235142118865,0.2823091855264443
1811,BHMBCCTHL01,387,26.14449459,91.73620513,304,truck,average,4,0,02-11-2016,14:30:00,2016-02-11 14:30:00,11.728182157938686,0.7855297157622739,1.5,2,7.071059431524548,0.34563643158773755
1812,BHMBCCTHL01,387,26.14449459,91.73620513,298,car,average,4,0,02-11-2016,14:56:00,2016-02-11 14:56:00,11.589265109843087,0.7700258397932817,1.0,2,6.540051679586563,0.31785302196861764
1813,BHMBCCTHL01,387,26.14449459,91.73620513,275,bike,low,3,0,02-11-2016,15:29:00,2016-02-11 15:29:00,11.296559115558932,0.710594315245478,0.5,1,5.421188630490956,0.2593118231117859
1814,BHMBCCTHL01,387,26.14449459,91.73620513,251,car,average,2,0,02-11-2016,16:03:00,2016-02-11 16:03:00,10.740890923176531,0.648578811369509,1.0,2,3.297157622739018,0.14817818463530624
1815,BHMBCCTHL01,387,26.14449459,91.73620513,238,truck,low,2,0,02-11-2016,16:30:00,2016-02-11 16:30:00,11.115730354655899,0.6149870801033591,1.5,1,4.7299741602067185,0.2231460709311797
2338,BHMBCCTHL01,387,26.14449459,91.73620513,137,bike,average,2,0,02-12-2016,07:55:00,2016-02-12 07:55:00,10.455958875622784,0.35400516795865633,0.5,2,2.2080103359173124,0.0911917751245566
2339,BHMBCCTHL01,387,26.14449459,91.73620513,161,car,average,2,0,02-12-2016,08:28:00,2016-02-12 08:28:00,10.619211756961406,0.4160206718346253,1.0,2,2.8320413436692506,0.12384235139228149
2340,BHMBCCTHL01,387,26.14449459,91.73620513,192,bike,low,2,0,02-12-2016,09:01:00,2016-02-12 09:01:00,10.791928573450097,0.49612403100775193,0.5,1,3.492248062015504,0.15838571469001939
2341,BHMBCCTHL01,387,26.14449459,91.73620513,219,car,low,2,0,02-12-2016,09:28:00,2016-02-12 09:28:00,10.959237426995891,0.5658914728682171,1.0,1,4.131782945736434,0.19184748539917842
2342,BHMBCCTHL01,387,26.14449459,91.73620513,249,car,low,3,0,02-12-2016,10:02:00,2016-02-12 10:02:00,11.392212460111375,0.6434108527131783,1.0,1,5.786821705426357,0.27844249202227483
2343,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,low,3,0,02-12-2016,10:28:00,2016-02-12 10:28:00,11.420604265561568,0.6976744186046512,1.0,1,5.895348837209302,0.2841208531123139
2344,BHMBCCTHL01,387,26.14449459,91.73620513,317,car,average,4,0,02-12-2016,11:01:00,2016-02-12 11:01:00,11.614952933821836,0.8191214470284238,1.0,2,6.638242894056848,0.32299058676436737
2345,BHMBCCTHL01,387,26.14449459,91.73620513,346,car,average,5,0,02-12-2016,11:28:00,2016-02-12 11:28:00,12.046575976201595,0.8940568475452196,1.0,2,8.28811369509044,0.409315195240319
2346,BHMBCCTHL01,387,26.14449459,91.73620513,374,cycle,high,8,0,02-12-2016,12:01:00,2016-02-12 12:01:00,12.8169402974169,0.9664082687338501,0.3,3,11.2328165374677,0.5633880594833801
2347,BHMBCCTHL01,387,26.14449459,91.73620513,401,car,high,8,0,02-12-2016,12:28:00,2016-02-12 12:28:00,13.036571192435197,1.0361757105943152,1.0,3,12.07235142118863,0.6073142384870398
2348,BHMBCCTHL01,387,26.14449459,91.73620513,402,truck,high,8,0,02-12-2016,12:58:00,2016-02-12 12:58:00,13.16872828685218,1.0387596899224807,1.5,3,12.577519379844961,0.6337456573704361
2349,BHMBCCTHL01,387,26.14449459,91.73620513,400,car,high,7,0,02-12-2016,13:25:00,2016-02-12 13:25:00,12.642803890655701,1.0335917312661498,1.0,3,10.567183462532299,0.5285607781311401
2350,BHMBCCTHL01,387,26.14449459,91.73620513,402,bike,high,8,0,02-12-2016,13:58:00,2016-02-12 13:58:00,12.907118079489663,1.0387596899224807,0.5,3,11.577519379844961,0.5814236158979329
2351,BHMBCCTHL01,387,26.14449459,91.73620513,397,car,high,6,0,02-12-2016,14:25:00,2016-02-12 14:25:00,12.246332607404755,1.0258397932816536,1.0,3,9.051679586563306,0.4492665214809512
2352,BHMBCCTHL01,387,26.14449459,91.73620513,388,car,average,4,0,02-12-2016,14:58:00,2016-02-12 14:58:00,11.710944276058212,1.0025839793281655,1.0,2,7.005167958656331,0.34218885521164244
2353,BHMBCCTHL01,387,26.14449459,91.73620513,382,bike,low,2,0,02-12-2016,15:31:00,2016-02-12 15:31:00,11.04880681323758,0.9870801033591732,0.5,1,4.474160206718347,0.2097613626475161
2354,BHMBCCTHL01,387,26.14449459,91.73620513,365,car,low,3,0,02-12-2016,15:58:00,2016-02-12 15:58:00,11.549043385455311,0.9431524547803618,1.0,1,6.386304909560724,0.30980867709106225
2355,BHMBCCTHL01,387,26.14449459,91.73620513,349,car,average,3,0,02-12-2016,16:32:00,2016-02-12 16:32:00,11.265801326321219,0.9018087855297158,1.0,2,5.303617571059432,0.25316026526424357
1816,BHMBCCTHL01,387,26.14449459,91.73620513,133,bike,low,1,0,03-11-2016,08:00:00,2016-03-11 08:00:00,10.319745808998631,0.34366925064599485,0.5,1,1.6873385012919897,0.06394916179972614
1817,BHMBCCTHL01,387,26.14449459,91.73620513,148,bike,low,1,0,03-11-2016,08:26:00,2016-03-11 08:26:00,10.340025670034485,0.38242894056847543,0.5,1,1.764857881136951,0.06800513400689694
1818,BHMBCCTHL01,387,26.14449459,91.73620513,177,car,average,3,0,03-11-2016,09:00:00,2016-03-11 09:00:00,11.033258919776758,0.4573643410852713,1.0,2,4.4147286821705425,0.2066517839553518
1819,BHMBCCTHL01,387,26.14449459,91.73620513,199,bike,average,2,0,03-11-2016,09:26:00,2016-03-11 09:26:00,10.539782301237645,0.5142118863049095,0.5,2,2.528423772609819,0.10795646024752921
1820,BHMBCCTHL01,387,26.14449459,91.73620513,241,car,low,3,0,03-11-2016,10:00:00,2016-03-11 10:00:00,11.381396534225585,0.6227390180878553,1.0,1,5.745478036175711,0.27627930684511703
1821,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,03-11-2016,10:26:00,2016-03-11 10:26:00,11.412492321147226,0.6821705426356589,1.0,1,5.864341085271318,0.2824984642294456
1822,BHMBCCTHL01,387,26.14449459,91.73620513,292,car,average,5,0,03-11-2016,11:00:00,2016-03-11 11:00:00,11.97356847647252,0.7545219638242894,1.0,2,8.009043927648579,0.3947136952945041
1823,BHMBCCTHL01,387,26.14449459,91.73620513,303,truck,average,5,0,03-11-2016,11:26:00,2016-03-11 11:26:00,12.11924547824674,0.7829457364341085,1.5,2,8.565891472868216,0.4238490956493476
1824,BHMBCCTHL01,387,26.14449459,91.73620513,310,car,high,8,0,03-11-2016,12:00:00,2016-03-11 12:00:00,12.913540035484353,0.8010335917312662,1.0,3,11.602067183462532,0.5827080070968703
1825,BHMBCCTHL01,387,26.14449459,91.73620513,309,car,high,8,0,03-11-2016,12:26:00,2016-03-11 12:26:00,12.912188044748627,0.7984496124031008,1.0,3,11.5968992248062,0.5824376089497255
1826,BHMBCCTHL01,387,26.14449459,91.73620513,319,bike,high,7,0,03-11-2016,12:59:00,2016-03-11 12:59:00,12.402487537380832,0.8242894056847545,0.5,3,9.648578811369509,0.48049750747616643
1827,BHMBCCTHL01,387,26.14449459,91.73620513,329,bike,high,7,0,03-11-2016,13:26:00,2016-03-11 13:26:00,12.416007444738069,0.8501291989664083,0.5,3,9.700258397932817,0.48320148894761356
1828,BHMBCCTHL01,387,26.14449459,91.73620513,334,cycle,average,5,0,03-11-2016,13:59:00,2016-03-11 13:59:00,11.84722494221915,0.8630490956072352,0.3,2,7.52609819121447,0.3694449884438301
1829,BHMBCCTHL01,387,26.14449459,91.73620513,313,car,high,5,0,03-11-2016,14:26:00,2016-03-11 14:26:00,11.7403500745602,0.8087855297157622,1.0,3,7.1175710594315245,0.34807001491204004
1830,BHMBCCTHL01,387,26.14449459,91.73620513,299,cycle,average,3,0,03-11-2016,15:00:00,2016-03-11 15:00:00,11.015074644381277,0.772609819121447,0.3,2,4.345219638242894,0.20301492887625533
1831,BHMBCCTHL01,387,26.14449459,91.73620513,288,truck,low,2,0,03-11-2016,15:26:00,2016-03-11 15:26:00,11.183329891442078,0.7441860465116279,1.5,1,4.988372093023256,0.23666597828841565
1832,BHMBCCTHL01,387,26.14449459,91.73620513,259,car,low,2,0,03-11-2016,16:03:00,2016-03-11 16:03:00,11.013317056424835,0.6692506459948321,1.0,1,4.338501291989664,0.2026634112849672
1833,BHMBCCTHL01,387,26.14449459,91.73620513,235,car,low,2,0,03-11-2016,16:30:00,2016-03-11 16:30:00,10.980869278767468,0.6072351421188631,1.0,1,4.214470284237726,0.19617385575349394
1312,BHMBCCTHL01,387,26.14449459,91.73620513,120,car,low,2,0,04-10-2016,07:59:00,2016-04-10 07:59:00,10.825390344159256,0.31007751937984496,1.0,1,3.62015503875969,0.1650780688318512
1313,BHMBCCTHL01,387,26.14449459,91.73620513,129,car,average,2,0,04-10-2016,08:25:00,2016-04-10 08:25:00,10.575948053418252,0.3333333333333333,1.0,2,2.6666666666666665,0.11518961068365045
1314,BHMBCCTHL01,387,26.14449459,91.73620513,155,car,low,2,0,04-10-2016,08:59:00,2016-04-10 08:59:00,10.872710019909581,0.4005167958656331,1.0,1,3.801033591731266,0.17454200398191638
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,04-10-2016,09:32:00,2016-04-10 09:32:00,10.755830420806276,0.5271317829457365,0.3,1,3.354263565891473,0.15116608416125538
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,04-10-2016,09:59:00,2016-04-10 09:59:00,10.982221269503194,0.6098191214470284,1.0,1,4.219638242894057,0.19644425390063863
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,04-10-2016,10:26:00,2016-04-10 10:26:00,11.412492321147226,0.6821705426356589,1.0,1,5.864341085271318,0.2824984642294456
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,04-10-2016,10:59:00,2016-04-10 10:59:00,11.602785017200326,0.7958656330749354,1.0,2,6.591731266149871,0.3205570034400649
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,04-10-2016,11:25:00,2016-04-10 11:25:00,11.886027076334418,0.8372093023255814,0.5,2,7.674418604651162,0.37720541526688356
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,04-10-2016,11:59:00,2016-04-10 11:59:00,12.027648105901465,0.8578811369509044,1.0,2,8.21576227390181,0.40552962118029295
1321,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,04-10-2016,12:29:00,2016-04-10 12:29:00,12.945987813141716,0.8630490956072352,1.0,3,11.72609819121447,0.5891975626283437
1322,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,high,7,0,04-10-2016,13:02:00,2016-04-10 13:02:00,12.55222051136222,0.8604651162790697,1.0,3,10.220930232558139,0.510444102272444
1323,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,7,0,04-10-2016,13:29:00,2016-04-10 13:29:00,12.549516529890774,0.8552971576227391,1.0,3,10.210594315245478,0.5099033059781547
1324,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,4,0,04-10-2016,14:02:00,2016-04-10 14:02:00,11.635232794857691,0.8578811369509044,1.0,2,6.715762273901809,0.3270465589715381
1325,BHMBCCTHL01,387,26.14449459,91.73620513,322,car,average,3,0,04-10-2016,14:29:00,2016-04-10 14:29:00,11.22929757645668,0.8320413436692506,1.0,2,5.164082687338501,0.24585951529133612
1326,BHMBCCTHL01,387,26.14449459,91.73620513,307,truck,average,4,0,04-10-2016,14:57:00,2016-04-10 14:57:00,11.732238130145857,0.7932816537467701,1.5,2,7.08656330749354,0.34644762602917173
1327,BHMBCCTHL01,387,26.14449459,91.73620513,294,car,low,2,0,04-10-2016,15:30:00,2016-04-10 15:30:00,11.060636732175162,0.7596899224806202,1.0,1,4.51937984496124,0.21212734643503237
1328,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,low,1,0,04-10-2016,16:04:00,2016-04-10 16:04:00,10.635773643474023,0.6976744186046512,1.0,1,2.895348837209302,0.1271547286948043
1329,BHMBCCTHL01,387,26.14449459,91.73620513,245,car,low,2,0,04-10-2016,16:31:00,2016-04-10 16:31:00,10.994389186124707,0.6330749354005168,1.0,1,4.2661498708010335,0.19887783722494112
1834,BHMBCCTHL01,387,26.14449459,91.73620513,103,truck,low,1,0,04-11-2016,08:00:00,2016-04-11 08:00:00,10.54079629428944,0.2661498708010336,1.5,1,2.532299741602067,0.10815925885788776
1835,BHMBCCTHL01,387,26.14449459,91.73620513,128,car,low,2,0,04-11-2016,08:26:00,2016-04-11 08:26:00,10.836206270045047,0.330749354005168,1.0,1,3.661498708010336,0.16724125400900897
1836,BHMBCCTHL01,387,26.14449459,91.73620513,159,car,low,1,0,04-11-2016,08:59:00,2016-04-11 08:59:00,10.485702671808703,0.4108527131782946,1.0,1,2.3217054263565893,0.09714053436174046
1837,BHMBCCTHL01,387,26.14449459,91.73620513,186,truck,low,2,0,04-11-2016,09:33:00,2016-04-11 09:33:00,11.04542683639827,0.4806201550387597,1.5,1,4.461240310077519,0.20908536727965427
1838,BHMBCCTHL01,387,26.14449459,91.73620513,213,car,average,4,0,04-11-2016,10:00:00,2016-04-11 10:00:00,11.47434589730658,0.5503875968992248,1.0,2,6.10077519379845,0.2948691794613165
1839,BHMBCCTHL01,387,26.14449459,91.73620513,234,bike,average,4,0,04-11-2016,10:26:00,2016-04-11 10:26:00,11.371932599075521,0.6046511627906976,0.5,2,5.709302325581396,0.27438651981510404
1840,BHMBCCTHL01,387,26.14449459,91.73620513,260,car,high,7,0,04-11-2016,11:00:00,2016-04-11 11:00:00,12.453525187654398,0.6718346253229974,1.0,3,9.843669250645995,0.49070503753087946
1841,BHMBCCTHL01,387,26.14449459,91.73620513,281,car,average,4,0,04-11-2016,11:33:00,2016-04-11 11:33:00,11.566281267335787,0.7260981912144703,1.0,2,6.452196382428941,0.3132562534671574
1842,BHMBCCTHL01,387,26.14449459,91.73620513,297,cycle,average,5,0,04-11-2016,12:00:00,2016-04-11 12:00:00,11.797201284997376,0.7674418604651163,0.3,2,7.3348837209302316,0.35944025699947546
1843,BHMBCCTHL01,387,26.14449459,91.73620513,301,bike,high,8,0,04-11-2016,12:33:00,2016-04-11 12:33:00,12.770567015181582,0.7777777777777778,0.5,3,11.055555555555555,0.5541134030363163
1844,BHMBCCTHL01,387,26.14449459,91.73620513,303,bike,high,7,0,04-11-2016,13:00:00,2016-04-11 13:00:00,12.380855685609253,0.7829457364341085,0.5,3,9.565891472868216,0.4761711371218508
1845,BHMBCCTHL01,387,26.14449459,91.73620513,304,car,high,7,0,04-11-2016,13:26:00,2016-04-11 13:26:00,12.513012780026235,0.7855297157622739,1.0,3,10.071059431524548,0.5026025560052472
1846,BHMBCCTHL01,387,26.14449459,91.73620513,310,car,average,5,0,04-11-2016,13:59:00,2016-04-11 13:59:00,11.997904309715546,0.8010335917312662,1.0,2,8.102067183462532,0.3995808619431091
1847,BHMBCCTHL01,387,26.14449459,91.73620513,286,car,average,3,0,04-11-2016,14:26:00,2016-04-11 14:26:00,11.180625909970631,0.7390180878552972,1.0,2,4.978036175710594,0.2361251819941262
1848,BHMBCCTHL01,387,26.14449459,91.73620513,251,car,average,3,0,04-11-2016,15:00:00,2016-04-11 15:00:00,11.133306234220306,0.648578811369509,1.0,2,4.797157622739018,0.22666124684406103
1849,BHMBCCTHL01,387,26.14449459,91.73620513,227,cycle,low,2,0,04-11-2016,15:26:00,2016-04-11 15:26:00,10.78692620772792,0.58656330749354,0.3,1,3.4731266149870796,0.1573852415455839
1850,BHMBCCTHL01,387,26.14449459,91.73620513,201,bike,low,2,0,04-11-2016,16:00:00,2016-04-11 16:00:00,10.804096490071608,0.5193798449612403,0.5,1,3.5387596899224807,0.16081929801432188
1851,BHMBCCTHL01,387,26.14449459,91.73620513,196,bike,average,3,0,04-11-2016,16:26:00,2016-04-11 16:26:00,10.92814164007425,0.5064599483204134,0.5,2,4.012919896640827,0.18562832801484985
1330,BHMBCCTHL01,387,26.14449459,91.73620513,146,car,low,2,0,05-10-2016,07:57:00,2016-05-10 07:57:00,10.860542103288068,0.3772609819121447,1.0,1,3.7545219638242893,0.1721084206576139
1331,BHMBCCTHL01,387,26.14449459,91.73620513,169,car,low,2,0,05-10-2016,08:30:00,2016-05-10 08:30:00,10.891637890209713,0.43669250645994834,1.0,1,3.8733850129198966,0.17832757804194244
1332,BHMBCCTHL01,387,26.14449459,91.73620513,211,bike,low,2,0,05-10-2016,09:04:00,2016-05-10 09:04:00,10.817616397428846,0.5452196382428941,0.5,1,3.590439276485788,0.16352327948576906
1333,BHMBCCTHL01,387,26.14449459,91.73620513,256,bike,low,3,0,05-10-2016,09:30:00,2016-05-10 09:30:00,11.27087129158018,0.661498708010336,0.5,1,5.322997416020672,0.25417425831603624
1334,BHMBCCTHL01,387,26.14449459,91.73620513,310,car,low,3,0,05-10-2016,10:04:00,2016-05-10 10:04:00,11.474683894990514,0.8010335917312662,1.0,1,6.102067183462532,0.29493677899810267
1335,BHMBCCTHL01,387,26.14449459,91.73620513,337,bike,high,5,0,05-10-2016,10:30:00,2016-05-10 10:30:00,11.64199274853631,0.8708010335917312,0.5,3,6.741602067183463,0.32839854970726173
1336,BHMBCCTHL01,387,26.14449459,91.73620513,339,car,average,5,0,05-10-2016,11:04:00,2016-05-10 11:04:00,12.037112041051529,0.875968992248062,1.0,2,8.251937984496124,0.40742240821030595
1337,BHMBCCTHL01,387,26.14449459,91.73620513,340,truck,average,5,0,05-10-2016,11:30:00,2016-05-10 11:30:00,12.169269135468513,0.8785529715762274,1.5,2,8.757105943152455,0.43385382709370235
1338,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,high,8,0,05-10-2016,12:04:00,2016-05-10 12:04:00,12.950043785348889,0.8708010335917312,1.0,3,11.741602067183463,0.5900087570697777
1339,BHMBCCTHL01,387,26.14449459,91.73620513,336,bike,high,8,0,05-10-2016,12:30:00,2016-05-10 12:30:00,12.817886690931907,0.8682170542635659,0.5,3,11.236434108527131,0.5635773381863813
1340,BHMBCCTHL01,387,26.14449459,91.73620513,343,car,high,8,0,05-10-2016,12:57:00,2016-05-10 12:57:00,12.95815572976323,0.8863049095607235,1.0,3,11.772609819121447,0.5916311459526461
1341,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,7,0,05-10-2016,13:30:00,2016-05-10 13:30:00,12.568444400190904,0.8914728682170543,1.0,3,10.282945736434108,0.5136888800381806
1342,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,5,0,05-10-2016,13:57:00,2016-05-10 13:57:00,12.04522398546587,0.8914728682170543,1.0,2,8.282945736434108,0.40904479709317426
1343,BHMBCCTHL01,387,26.14449459,91.73620513,336,car,average,4,0,05-10-2016,14:30:00,2016-05-10 14:30:00,11.640640757800584,0.8682170542635659,1.0,2,6.736434108527131,0.328128151560117
1344,BHMBCCTHL01,387,26.14449459,91.73620513,326,bike,high,6,0,05-10-2016,14:57:00,2016-05-10 14:57:00,12.019536161487123,0.8423772609819121,0.5,3,8.184754521963825,0.40390723229742465
1345,BHMBCCTHL01,387,26.14449459,91.73620513,306,car,average,2,0,05-10-2016,15:30:00,2016-05-10 15:30:00,10.815250413641328,0.7906976744186046,1.0,2,3.5813953488372094,0.1630500827282658
1346,BHMBCCTHL01,387,26.14449459,91.73620513,284,car,low,1,0,05-10-2016,16:04:00,2016-05-10 16:04:00,10.654701513774151,0.7338501291989664,1.0,1,2.967700258397933,0.13094030275483037
1347,BHMBCCTHL01,387,26.14449459,91.73620513,261,bike,average,3,0,05-10-2016,16:30:00,2016-05-10 16:30:00,11.016021037896282,0.6744186046511628,0.5,2,4.348837209302325,0.2032042075792566
1852,BHMBCCTHL01,387,26.14449459,91.73620513,39,car,low,1,0,05-11-2016,08:00:00,2016-05-11 08:00:00,10.323463783521872,0.10077519379844961,1.0,1,1.7015503875968991,0.06469275670437412
1853,BHMBCCTHL01,387,26.14449459,91.73620513,50,car,low,2,0,05-11-2016,08:26:00,2016-05-11 08:26:00,10.730750992658605,0.12919896640826872,1.0,1,3.2583979328165373,0.14615019853172084
1854,BHMBCCTHL01,387,26.14449459,91.73620513,82,bike,low,2,0,05-11-2016,08:59:00,2016-05-11 08:59:00,10.643209592520503,0.21188630490956073,0.5,1,2.9237726098191215,0.12864191850410026
1855,BHMBCCTHL01,387,26.14449459,91.73620513,110,bike,average,2,0,05-11-2016,09:26:00,2016-05-11 09:26:00,10.419455125758246,0.2842377260981912,0.5,2,2.0684754521963824,0.0838910251516492
1856,BHMBCCTHL01,387,26.14449459,91.73620513,162,car,low,2,0,05-11-2016,09:59:00,2016-05-11 09:59:00,10.882173955059645,0.4186046511627907,1.0,1,3.8372093023255816,0.1764347910119294
1857,BHMBCCTHL01,387,26.14449459,91.73620513,192,car,average,3,0,05-11-2016,10:33:00,2016-05-11 10:33:00,11.053538780812612,0.49612403100775193,1.0,2,4.492248062015504,0.2107077561625226
1858,BHMBCCTHL01,387,26.14449459,91.73620513,204,bike,average,4,0,05-11-2016,10:59:00,2016-05-11 10:59:00,11.331372877003812,0.5271317829457365,0.5,2,5.554263565891473,0.26627457540076244
1859,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,average,5,0,05-11-2016,11:26:00,2016-05-11 11:26:00,11.897856995271997,0.6098191214470284,1.0,2,7.719638242894057,0.37957139905439985
1860,BHMBCCTHL01,387,26.14449459,91.73620513,278,car,high,7,0,05-11-2016,12:06:00,2016-05-11 12:06:00,12.477861020897423,0.7183462532299741,1.0,3,9.936692506459949,0.49557220417948444
1861,BHMBCCTHL01,387,26.14449459,91.73620513,282,car,high,8,0,05-11-2016,12:26:00,2016-05-11 12:26:00,12.875684294884092,0.7286821705426356,1.0,3,11.45736434108527,0.5751368589768181
